model,quant,constrained,scenario,rep,primary_failure,steps_used,oracle_steps,injection_fired,recovered,ended_by_final,final_answer,trace
qwen3-4b,Q4_K_M,1,s06_order_placement,1,premature-stop,9,4,1,0,1,"The order could not be completed due to repeated mismatches in expected_total_usd. The correct total should be $97.30, but the system failed to process it.",search_catalog > add_to_cart > apply_coupon > checkout > checkout!bad-args > checkout!bad-args > checkout!bad-args > checkout!bad-args
qwen3-4b,Q4_K_M,1,s10_expense_report,1,premature-stop,3,4,0,0,1,"Retained item ids: E-1, E-2, E-3, E-4, E-6. Total amount: 497.54. Approval id: to be retrieved after submission.",get_report_items > get_policy_limits
qwen3-4b,Q4_K_M,1,s11_invoice_creation,1,loop,10,5,1,0,0,,find_client > get_contract_terms > get_tax_rate > create_invoice_draft > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args > issue_invoice!bad-args > create_invoice_draft!bad-args
qwen3-4b,Q4_K_M,1,s15_restaurant_reservation,1,premature-stop,5,4,1,1,1,"RS-4182, 19:30",search_restaurants > list_slots > reserve_table > reserve_table
qwen3-4b,Q4_K_M,1,s16_food_delivery_order,1,premature-stop,6,4,1,1,1,"OD-7731, 22.00",find_restaurant > get_menu > place_order > place_order > confirm_delivery
qwen3-4b,Q8_0,0,s04_cloud_drive,0,premature-stop,7,5,1,1,1,"Share link id: SL-4192, File name: roadmap.pdf",list_folder > create_folder > move_file > move_file > set_permission > get_share_link
qwen3-4b,Q8_0,0,s06_order_placement,0,premature-stop,10,4,1,0,1,Order could not be completed due to system error.,search_catalog > add_to_cart > apply_coupon > checkout > checkout!bad-args > checkout!bad-args > checkout!bad-args > checkout!bad-args > checkout!bad-args
qwen3-4b,Q8_0,0,s10_expense_report,0,premature-stop,3,4,0,0,1,"Retained items: E-1 (62.40), E-2 (98.00), E-3 (210.00), E-4 (44.15), E-6 (31.99). Total: 446.54. Approval request pending.",get_report_items > get_policy_limits
qwen3-4b,Q8_0,0,s11_invoice_creation,0,loop,10,5,1,0,0,,find_client > get_contract_terms > get_tax_rate > create_invoice_draft > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args
qwen3-4b,Q8_0,0,s16_food_delivery_order,0,premature-stop,6,4,1,1,1,"OD-7731, 22.00",find_restaurant > get_menu > place_order > place_order > confirm_delivery
qwen3-4b,Q8_0,0,s04_cloud_drive,1,premature-stop,7,5,1,1,1,"Share link id: SL-4192, File name: roadmap.pdf",list_folder > create_folder > move_file > move_file > set_permission > get_share_link
qwen3-4b,Q8_0,0,s06_order_placement,1,premature-stop,8,4,1,0,1,Unable to complete the order due to missing shipping fee information.,search_catalog > add_to_cart > apply_coupon > checkout > checkout!bad-args > checkout!bad-args > get_gift_wrap_options!wrong-tool
qwen3-4b,Q8_0,0,s10_expense_report,1,premature-stop,3,4,0,0,1,"Retained items: E-1 (62.40), E-2 (98.00), E-3 (210.00), E-4 (44.15), E-6 (31.99). Total: 446.54. Approval request pending.",get_report_items > get_policy_limits
qwen3-4b,Q8_0,0,s11_invoice_creation,1,loop,10,5,1,0,0,,find_client > get_contract_terms > get_tax_rate > create_invoice_draft > create_invoice_draft!bad-args > create_invoice_draft!bad-args > get_currency_conversion!wrong-tool > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args
qwen3-4b,Q8_0,1,s04_cloud_drive,0,premature-stop,7,5,1,1,1,"Share link id: SL-4192, File name: roadmap.pdf",list_folder > create_folder > move_file > move_file > set_permission > get_share_link
qwen3-4b,Q8_0,1,s06_order_placement,0,premature-stop,10,4,1,0,1,Order could not be completed due to system error.,search_catalog > add_to_cart > apply_coupon > checkout > checkout!bad-args > checkout!bad-args > checkout!bad-args > checkout!bad-args > checkout!bad-args
qwen3-4b,Q8_0,1,s10_expense_report,0,premature-stop,3,4,0,0,1,"Retained items: E-1 (62.40), E-2 (98.00), E-3 (210.00), E-4 (44.15), E-6 (31.99). Total: 446.54. Approval request pending.",get_report_items > get_policy_limits
qwen3-4b,Q8_0,1,s11_invoice_creation,0,loop,10,5,1,0,0,,find_client > get_contract_terms > get_tax_rate > create_invoice_draft > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args
qwen3-4b,Q8_0,1,s16_food_delivery_order,0,premature-stop,6,4,1,1,1,"OD-7731, 22.00",find_restaurant > get_menu > place_order > place_order > confirm_delivery
qwen3-4b,Q8_0,1,s04_cloud_drive,1,premature-stop,7,5,1,1,1,"Share link id: SL-4192, File name: roadmap.pdf",list_folder > create_folder > move_file > move_file > set_permission > get_share_link
qwen3-4b,Q8_0,1,s06_order_placement,1,premature-stop,8,4,1,0,1,Unable to complete the order due to missing shipping fee information.,search_catalog > add_to_cart > apply_coupon > checkout > checkout!bad-args > checkout!bad-args > get_gift_wrap_options!wrong-tool
qwen3-4b,Q8_0,1,s10_expense_report,1,premature-stop,3,4,0,0,1,"Retained items: E-1 (62.40), E-2 (98.00), E-3 (210.00), E-4 (44.15), E-6 (31.99). Total: 446.54. Approval request pending.",get_report_items > get_policy_limits
qwen3-4b,Q8_0,1,s11_invoice_creation,1,loop,10,5,1,0,0,,find_client > get_contract_terms > get_tax_rate > create_invoice_draft > create_invoice_draft!bad-args > create_invoice_draft!bad-args > get_currency_conversion!wrong-tool > create_invoice_draft!bad-args > create_invoice_draft!bad-args > create_invoice_draft!bad-args
